Accelerometr_X,Accelerometr_Y,Accelerometr_Z,Accelerometer_Mean,Accelerometr_Std_X,Accelerometr_Std_Y,Accelerometr_Std_Z,Audio level mean,Light sensor mean,Light sensor std,Proximity,Screen mode,Sleeping,Timing,2 min long 
-5551,-10104,3271,11983.48,9482,2772,8981,65,281,282,1,off,0,,
-3547,-11991,-7709,14689.93,6276,2685,6398,54,212,213,1,off,0,,
-27652,-13912,11884,33157.30,-6619,10399,23085,92,248,249,1,off,0,,
-11453,-8174,7581,15983.02,-4777,7073,13628,89,175,176,0,on,0,,
-10958,-5695,2502,12600.43,-4175,7772,10314,91,585,586,0,on,0,,
-12742,-6638,7867,16380.21,-1982,7521,10253,68,565,566,0,off,0,,
-5200,-8944,-5498,11715.94,1784,3742,10461,52.6,344,345,1,off,0,,
-1335,1147,2840,3341.17,741,2230,4258,87,195,196,1,off,0,,
-1887,1597,2560,3558.76,990,3202,4168,50,206,207,1,off,0,,
-10834,-12938,-11241,20276.28,2452,7561,15948,88.1,665,666,0,off,0,,
-11247,-20436,-8939,24980.61,2867,5465,19476,63,341,342,0,off,0,,
-5994,-1384,-4135,7412.27,7072,3376,10492,49,164,165,0,on,0,,
-2159,-5185,-9820,11312.73,8132,2539,8037,88,222,223,0,off,0,,
-3488,-6902,-8514,11501.82,9159,4046,8244,56.7,298,299,0,on,0,,
-5674,-7288,-11892,15057.52,10796,4854,7730,65,223,224,1,off,0,,
-7668,-5968,-29752,31298.51,4118,3806,11564,99,391,392,1,off,0,,
-8822,-7332,-7444,13674.76,8257,3091,11626,47,791,792,0,off,0,,
-2662,750,763,2868.96,-2210,5380,6184,78,213,214,0,off,0,,
-11011,11944,-7847,18040.97,11507,3711,13738,51,941,942,0,on,0,,
-10002,-10720,-7596,16512.35,8885,4868,15462,95,835,836,1,off,0,,
-346,2211,3457,4118.14,655,2670,3983,64,265,266,1,off,0,,
-2724,-3003,1257,4244.79,5128,3450,6935,51.5,191,192,0,on,0,,
-10425,-9584,-3084,14492.92,2583,3220,10469,89,695,696,1,off,0,,
-1316,1078,2818,3291.67,1712,3080,5499,98,235,236,1,off,0,,
-1181,1674,2773,3447.69,814,3231,4457,73,250,251,1,off,0,,
-4052,-4044,-3070,6495.96,4237,3365,13726,58,979,980,1,off,0,,
-11793,-6184,-5108,14262.13,6936,5626,17101,91.4,505,506,0,on,0,,
-2415,1250,684,2804.03,2414,4430,6285,54,215,216,0,on,0,,
-8690,-7448,-6940,13384.78,1758,4044,13510,101,365,366,0,off,0,,
-7125,-11778,-9506,16728.75,10571,3270,19313,75,266,267,1,off,0,,
-7424,-9831,-12064,17242.52,9534,4089,8445,48,525,526,1,off,0,,
-1043,1822,2883,3566.40,147,2501,4448,62,205,206,1,off,0,,
-7253,-14107,-12526,20211.73,8557,3199,17932,87,365,366,1,off,0,,
-1873,315,2239,2936.06,899,3176,5127,63,155,156,0,on,0,,
-273,1876,3236,3750.41,871,2532,4510,50.6,277,278,0,on,0,,
-4258,-13609,-13067,19341.20,15880,2916,9608,82,952,953,0,off,0,,
-9614,-12341,-23005,27820.12,10237,4218,30211,57,196,197,0,on,0,,
-8181,-6827,-11769,15875.96,3922,2964,14256,96,860,861,1,off,0,,
-8077,-1285,-1505,8315.90,4999,4823,7131,68,665,666,0,off,0,,
-1958,1802,2272,3498.99,731,3037,4773,74,237,238,0,on,0,,
-5251,-9804,3571,11680.90,9782,3072,9281,66,301,302,1,off,0,,
-3247,-11691,-7409,14216.74,6576,2985,6698,55,232,233,1,off,0,,
-27352,-13612,12184,32891.77,-6319,10699,23385,93,268,269,1,off,0,,
-11153,-7874,7881,15763.87,-4477,7373,13928,90,195,196,0,on,0,,
-10658,-5395,2802,12269.89,-3875,8072,10614,92,605,606,0,on,0,,
-12442,-6338,8167,16176.33,-1682,7821,10553,69,585,586,0,off,0,,
-4900,-8644,-5198,11213.74,2084,4042,10761,53.6,364,365,1,off,0,,
-1035,1447,3140,3608.97,1041,2530,4558,88,215,216,1,off,0,,
-1587,1897,2860,3781.11,1290,3502,4468,51,226,227,1,off,0,,
-10534,-12638,-10941,19758.28,2752,7861,16248,89.1,685,686,0,on,0,,
-10947,-20136,-8639,24493.42,3167,5765,19776,64,361,362,0,off,0,,
-250,-69,4054,4062.29,-124,181,4752,47,128,129,0,off,1,,
-236,-55,3998,4005.34,14,103,4950,86,186,187,0,off,1,,
-150,-88,3700,3704.08,42,153,4299,54.7,262,263,0,off,1,,
-91,34,3839,3840.23,5,75,4334,63,187,188,0,off,1,,
-93,51,4040,4041.39,-7,70,4151,97,355,356,0,off,1,,
-89,41,4055,4056.18,-46,80,4160,45,755,756,0,off,1,,
-113,33,4035,4036.72,-5,78,4270,76,177,178,0,off,1,,
-105,55,3775,3776.86,61,81,4609,49,905,906,0,off,1,,
-130,36,3893,3895.34,-35,74,4178,93,799,800,0,off,1,,
-108,51,3999,4000.78,-23,86,4205,62,229,230,0,off,1,,
-174,8,4044,4047.75,170,126,4422,49.5,155,156,0,off,1,,
-288,-34,3224,3237.02,37,68,4515,87,659,660,0,off,1,,
-80,-25,4052,4052.87,-23,13,4190,96,199,200,0,off,1,,
-173,-54,3018,3023.44,-149,7,4298,71,214,215,0,off,1,,
-156,-28,3944,3947.18,-12,-25,4324,56,943,944,0,off,1,,
-128,-37,4070,4072.18,-2,11,4243,89.4,469,470,0,off,1,,
-68,-24,3633,3633.72,15,5,4179,52,179,180,0,off,1,,
-76,-20,4074,4074.76,-31,6,4141,99,329,330,0,off,1,,
-88,-22,4082,4083.01,-23,2,4260,73,230,231,0,off,1,,
-76,-23,3913,3913.81,-18,2,4189,46,489,490,0,off,1,,
-93,-28,3944,3945.20,-13,3,4175,60,169,170,0,off,1,,
-159,-34,3754,3757.52,7,30,4241,85,329,330,0,off,1,,
-168,-26,3843,3846.76,-29,15,4297,61,119,120,0,off,1,,
-107,-43,4068,4069.63,-11,3,4386,48.6,241,242,0,off,1,,
-77,-30,3709,3709.92,-28,5,4154,80,916,917,0,off,1,,
-180,-24,4047,4051.07,69,8,4389,55,160,161,0,off,1,,
-84,-29,3872,3873.02,-36,26,4171,94,824,825,0,off,1,,
-137,-26,4060,4062.39,-22,22,4258,66,629,630,0,off,1,,
-162,-45,4011,4014.52,-8,3,4579,72,201,202,0,off,1,,
-150,-52,3823,3826.29,141,19,4517,64,265,266,0,off,1,,
-156,-34,4018,4021.17,0,9,4255,53,196,197,0,off,1,,
-154,-25,3797,3800.20,-33,113,4457,91,232,233,0,off,1,,
-118,-47,4079,4080.98,-4,17,4638,88,159,160,0,off,1,,
-90,-17,4047,4048.04,-43,6,4451,90,569,570,0,off,1,,
-104,-20,3960,3961.42,-16,6,4146,67,549,550,0,off,1,,
-65,-7,4037,4037.53,-21,124,4174,51.6,328,329,0,off,1,,
-92,-29,4043,4044.15,-17,-1,4253,86,179,180,0,off,1,,
-76,-42,4078,4078.92,24,7,4285,49,190,191,0,off,1,,
-75,-20,4057,4057.74,-20,1,4144,87.1,649,650,0,off,1,,
-122,-23,4053,4054.90,0,-1,4332,62,325,326,0,off,1,,
-81,-31,4049,4049.93,-16,120,4207,48,148,149,0,off,1,,
-148,-26,4055,4057.78,-39,59,4225,87,206,207,0,off,1,,
-165,-124,3991,3996.33,-67,145,4312,55.7,282,283,0,off,1,,
-230,-49,4074,4080.78,-104,201,4772,64,207,208,0,off,1,,
-216,-35,4018,4023.95,34,123,4970,98,375,376,0,off,1,,
-130,-68,3720,3722.89,62,173,4319,46,775,776,0,off,1,,
-71,54,3859,3860.03,25,95,4354,77,197,198,0,off,1,,
-73,71,4060,4061.28,13,90,4171,50,925,926,0,off,1,,
-69,61,4075,4076.04,-26,100,4180,94,819,820,0,off,1,,
-93,53,4055,4056.41,15,98,4290,63,249,250,0,off,1,,
-85,75,3795,3796.69,81,101,4629,50.5,175,176,0,off,1,,
-110,56,3913,3914.95,-15,94,4198,88,679,680,0,off,1,,
-88,71,4019,4020.59,-3,106,4225,97,219,220,0,off,1,,
-154,28,4064,4067.01,190,146,4442,72,234,235,0,off,1,,
-268,-14,3244,3255.08,57,88,4535,57,963,964,0,off,1,,
-60,-5,4072,4072.45,-3,33,4210,90.4,489,490,0,off,1,,
-153,-34,3038,3042.04,-129,27,4318,53,199,200,0,off,1,,
-136,-8,3964,3966.34,8,-5,4344,100,349,350,0,off,1,,
-108,-17,4090,4091.46,18,31,4263,74,250,251,0,off,1,,
-48,-4,3653,3653.32,35,25,4199,47,509,510,0,off,1,,
-96,-40,4054,4055.33,-51,-14,4121,61,189,190,0,off,1,,
-68,-2,4102,4102.56,-3,22,4280,86,349,350,0,off,1,,
-56,-3,3933,3933.40,2,22,4209,62,139,140,0,off,1,,
-73,-8,3964,3964.68,7,23,4195,49.6,261,262,0,off,1,,
-139,-14,3774,3776.58,27,50,4261,81,936,937,0,off,1,,
-148,-6,3863,3865.84,-9,35,4317,56,180,181,0,off,1,,
-87,-23,4088,4088.99,9,23,4406,95,844,845,0,off,1,,
-57,-10,3729,3729.45,-8,25,4174,67,649,650,0,off,1,,
-160,-4,4067,4070.15,89,28,4409,73,221,222,0,off,1,,
-64,-9,3892,3892.54,-16,46,4191,65,285,286,0,off,1,,
-117,-6,4080,4081.68,-2,42,4278,54,216,217,0,off,1,,
-142,-25,4031,4033.58,12,23,4599,92,252,253,0,off,1,,
-130,-32,3843,3845.33,161,39,4537,89,179,180,0,off,1,,
-136,-14,4038,4040.31,20,29,4275,91,589,590,0,off,1,,
-134,-5,3817,3819.35,-13,133,4477,68,569,570,0,off,1,,
-98,-27,4099,4100.26,16,37,4658,52.6,348,349,0,off,1,,
-70,3,4067,4067.60,-23,26,4471,87,199,200,0,off,1,,
-124,-40,3940,3942.15,-36,-14,4126,50,210,211,0,off,1,,
-85,13,4057,4057.91,-1,144,4194,88.1,669,670,0,off,1,,
-72,-9,4063,4063.65,3,19,4273,63,345,346,0,off,1,,
-56,-22,4098,4098.44,44,27,4305,49,168,169,0,off,1,,
-95,-40,4037,4038.32,-40,-19,4124,88,226,227,0,off,1,,
-102,-3,4073,4074.28,20,19,4352,56.7,302,303,0,off,1,,
-61,-11,4069,4069.47,4,140,4227,65,227,228,0,off,1,,
-128,-6,4075,4077.01,-19,79,4245,99,395,396,0,off,1,,
-145,-104,4011,4014.97,-47,165,4332,47,795,796,0,off,1,,
-210,-29,4094,4099.48,-84,221,4792,78,217,218,0,off,1,,
-196,-15,4038,4042.78,54,143,4990,51,945,946,0,off,1,,
-110,-48,3740,3741.93,82,193,4339,95,839,840,0,off,1,,
-51,74,3879,3880.04,45,115,4374,64,269,270,0,off,1,,
-53,91,4080,4081.36,33,110,4191,51.5,195,196,0,off,1,,
-49,81,4095,4096.09,-6,120,4200,89,699,700,0,off,1,,
-73,73,4075,4076.31,35,118,4310,98,239,240,0,off,1,,
-65,95,3815,3816.74,101,121,4649,73,254,255,0,off,1,,
-90,76,3933,3934.76,5,114,4218,58,983,984,0,off,1,,
-68,91,4039,4040.60,17,126,4245,91.4,509,510,0,off,1,,
-134,48,4084,4086.48,210,166,4462,54,219,220,0,off,1,,
-248,6,3264,3273.41,77,108,4555,99,369,370,0,off,1,,
-40,15,4092,4092.22,17,53,4230,75,270,271,0,off,1,,
-133,-14,3058,3060.92,-109,47,4338,48,529,530,0,off,1,,
-116,12,3984,3985.71,28,15,4364,62,209,210,0,off,1,,
-5194,-584,-3335,6200.07,7872,4176,11292,44,53,54,1,off,0,,
-1359,-4385,-9020,10121.04,8932,3339,8837,83,65,66,1,off,0,,
-2688,-6102,-7714,10196.35,9959,4846,9044,51.7,86,87,1,off,0,,
-4874,-6488,-11092,13743.45,11596,5654,8530,60,59,60,0,on,0,,
-6868,-5168,-28952,30200.93,4918,4606,12364,94,99,100,0,on,0,,
-8022,-6532,-6644,12294.81,9057,3891,12426,42,63,64,0,off,0,,
-1862,1550,1563,2883.14,-1410,6180,6984,73,56,57,1,off,0,,
-10211,12744,-7047,17785.79,12307,4511,14538,46,72,73,1,off,0,,
-9202,-9920,-6796,15141.63,9685,5668,16262,90,48,49,1,off,0,,
-1546,1011,2257,2916.55,-545,1470,2783,59,88,89,1,off,0,,
-1924,-2203,2057,3575.78,5928,4250,7735,46.5,58,59,0,on,0,,
-9625,-8784,-2284,13229.36,3383,4020,11269,84,50,51,0,on,0,,
-516,1878,3618,4108.90,2512,3880,6299,93,75,76,0,off,0,,
-381,2474,3573,4362.59,1614,4031,5257,68,49,50,0,on,0,,
-3252,-3244,-2270,5123.66,5037,4165,14526,53,96,97,1,off,0,,
-10993,-5384,-4308,12976.61,7736,6426,17901,86.4,47,48,0,off,0,,
-1615,2050,1484,3002.16,3214,5230,7085,49,89,90,0,on,0,,
-7890,-6648,-6140,12006.15,2558,4844,14310,96,65,66,1,off,0,,
-6325,-10978,-8706,15372.59,11371,4070,20113,70,58,59,1,off,0,,
-6624,-9031,-11264,15884.40,10334,4889,9245,43,50,51,1,off,0,,
-243,2622,3683,4527.52,947,3301,5248,57,93,94,0,on,0,,
-6453,-13307,-11726,18873.70,9357,3999,18732,82,77,78,0,on,0,,
-1073,1115,3039,3410.29,1699,3976,5927,58,53,54,0,off,0,,
-1473,676,2036,2602.31,-329,1332,3310,45.6,68,69,1,off,0,,
-3458,-12809,-12267,18069.52,16680,3716,10408,77,94,95,1,off,0,,
-8814,-11541,-22205,26531.93,11037,5018,31011,52,50,51,1,off,0,,
-7381,-6027,-10969,14530.07,4722,3764,15056,91,77,78,0,on,0,,
-7277,-485,-705,7327.14,5799,5623,7931,63,62,63,0,off,0,,
-1158,2602,3072,4189.10,1531,3837,5573,69,59,60,0,on,0,,
-4451,-9004,4371,10953.95,10582,3872,10081,61,92,93,0,off,0,,
-2447,-10891,-6609,12972.30,7376,3785,7498,50,55,56,0,off,0,,
-26552,-12812,12984,32213.98,-5519,11499,24185,88,76,77,1,off,0,,
-10353,-7074,8681,15250.77,-3677,8173,14728,85,88,89,1,off,0,,
-9858,-4595,3602,11457.25,-3075,8872,11414,87,64,65,0,on,0,,
-11642,-5538,8967,15703.91,-882,8621,11353,64,59,60,0,off,0,,
-4100,-7844,-4398,9883.36,2884,4842,11561,48.6,99,100,0,on,0,,
-235,2247,3940,4541.79,1841,3330,5358,83,85,86,1,off,0,,
-787,2697,3660,4613.98,2090,4302,5268,46,61,62,1,off,0,,
-9734,-11838,-10141,18377.40,3552,8661,17048,84.1,73,74,0,off,0,,
-10147,-19336,-7839,23201.13,3967,6565,20576,59,71,72,1,off,0,,
-5294,-684,-3435,6347.72,7772,4076,11192,45,54,55,1,off,0,,
-1459,-4485,-9120,10267.34,8832,3239,8737,84,66,67,1,off,0,,
-2788,-6202,-7814,10358.39,9859,4746,8944,52.7,87,88,1,off,0,,
-4974,-6588,-11192,13906.95,11496,5554,8430,61,60,61,0,on,0,,
-6968,-5268,-29052,30336.83,4818,4506,12264,95,99,100,0,on,0,,
-8122,-6632,-6744,12467.23,8957,3791,12326,43,64,65,0,on,0,,
-1962,1450,1463,2844.70,-1510,6080,6884,74,57,58,1,off,0,,
-10311,12644,-7147,17811.99,12207,4411,14438,47,73,74,1,off,0,,
-9302,-10020,-6896,15312.82,9585,5568,16162,91,49,50,1,off,0,,
-1646,911,2157,2862.15,-645,1370,2683,60,89,90,1,off,0,,
-2024,-2303,1957,3637.34,5828,4150,7635,47.5,59,60,0,on,0,,
-9725,-8884,-2384,13385.98,3283,3920,11169,85,51,52,0,on,0,,
-616,1778,3518,3989.62,2412,3780,6199,94,76,77,0,off,0,,
-481,2374,3473,4234.26,1514,3931,5157,69,50,51,0,on,0,,
-3352,-3344,-2370,5294.82,4937,4065,14426,54,97,98,1,off,0,,
-11093,-5484,-4408,13136.19,7636,6326,17801,87.4,48,49,0,on,0,,
-1715,1950,1384,2942.65,3114,5130,6985,50,90,91,0,off,0,,
-7990,-6748,-6240,12178.39,2458,4744,14210,97,66,67,1,off,0,,
-6425,-11078,-8806,15541.83,11271,3970,20013,71,59,60,1,off,0,,
-6724,-9131,-11364,16053.90,10234,4789,9145,44,51,52,1,off,0,,
-343,2522,3583,4395.00,847,3201,5148,58,94,95,0,on,0,,
-6553,-13407,-11826,19040.58,9257,3899,18632,83,78,79,0,on,0,,
-1173,1015,2939,3323.23,1599,3876,5827,59,54,55,0,on,0,,
-1573,576,1936,2560.12,-429,1232,3210,46.6,69,70,1,off,0,,
-3558,-12909,-12367,18227.57,16580,3616,10308,78,95,96,1,off,0,,
-8914,-11641,-22305,26692.42,10937,4918,30911,53,51,52,1,off,0,,
-7481,-6127,-11069,14697.90,4622,3664,14956,92,78,79,0,off,0,,
-7377,-585,-805,7443.81,5699,5523,7831,64,63,64,0,on,0,,
-1258,2502,2972,4083.55,1431,3737,5473,70,60,61,0,on,0,,
-4551,-9104,4271,11037.93,10482,3772,9981,62,93,94,0,on,0,,
-2547,-10991,-6709,13126.31,7276,3685,7398,51,56,57,0,off,0,,
-26652,-12912,12884,32296.23,-5619,11399,24085,89,77,78,1,off,0,,
-10453,-7174,8581,15308.99,-3777,8073,14628,86,89,90,1,off,0,,
-9958,-4695,3502,11552.87,-3175,8772,11314,88,65,66,0,off,0,,
-11742,-5638,8867,15757.07,-982,8521,11253,65,60,61,0,off,0,,
-4200,-7944,-4498,10048.84,2784,4742,11461,49.6,100,101,0,on,0,,
-335,2147,3840,4412.19,1741,3230,5258,84,86,87,1,off,0,,
-887,2597,3560,4494.97,1990,4202,5168,47,62,63,1,off,0,,
-9834,-11938,-10241,18549.97,3452,8561,16948,85.1,74,75,0,off,0,,
-10247,-19436,-7939,23362.08,3867,6465,20476,60,69,70,1,off,0,,
-4994,-384,-3135,5908.95,8072,4376,11492,46,52,53,1,off,0,,
-1159,-4185,-8820,9831.07,9132,3539,9037,85,64,65,1,off,0,,
-2488,-5902,-7514,9873.40,10159,5046,9244,53.7,85,86,1,off,0,,
-4674,-6288,-10892,13417.19,11796,5854,8730,62,58,59,0,on,0,,
-6668,-4968,-28752,29930.26,5118,4806,12564,96,98,99,0,off,0,,
-7822,-6332,-6444,11950.02,9257,4091,12626,44,62,63,0,off,0,,
-1662,1750,1763,2988.80,-1210,6380,7184,75,55,56,1,off,0,,
-10011,12944,-6847,17738.34,12507,4711,14738,48,71,72,1,off,0,,
-9002,-9720,-6596,14799.38,9885,5868,16462,92,47,48,1,off,0,,
-1346,1211,2457,3052.06,-345,1670,2983,61,87,88,1,off,0,,
-1724,-2003,2257,3475.38,6128,4450,7935,48.5,57,58,0,on,0,,
-9425,-8584,-2084,12917.38,3583,4220,11469,86,49,50,0,off,0,,
-316,2078,3818,4358.33,2712,4080,6499,95,74,75,0,on,0,,
-181,2674,3773,4628.02,1814,4231,5457,70,48,49,0,off,0,,
-3052,-3044,-2070,4781.79,5237,4365,14726,55,95,96,1,off,0,,
-10793,-5184,-4108,12658.53,7936,6626,18101,88.4,46,47,0,off,0,,
-1415,2250,1684,3146.52,3414,5430,7285,51,88,89,0,on,0,,
-7690,-6448,-5940,11661.75,2758,5044,14510,98,64,65,1,off,0,,
-6125,-10778,-8506,15034.39,11571,4270,20313,72,57,58,1,off,0,,
-6424,-8831,-11064,15545.62,10534,5089,9445,45,49,50,1,off,0,,
-2043,822,1883,2897.45,-853,1501,3448,59,92,93,0,on,0,,
-6253,-13107,-11526,18540.28,9557,4199,18932,84,76,77,0,on,0,,
-873,1315,3239,3603.12,1899,4176,6127,60,52,53,0,off,0,,
-1273,876,2236,2718.01,-129,1532,3510,47.6,67,68,1,off,0,,
-3258,-12609,-12067,17754.27,16880,3916,10608,79,93,94,1,off,0,,
-8614,-11341,-22005,26211.43,11237,5218,31211,54,49,50,1,off,0,,
-7181,-5827,-10769,14194.79,4922,3964,15256,93,76,77,0,off,0,,
-7077,-285,-505,7100.72,5999,5823,8131,65,61,62,0,off,0,,
-958,2802,3272,4413.04,1731,4037,5773,71,58,59,0,on,0,,
-4251,-8804,4571,10792.38,10782,4072,10281,63,91,92,0,off,0,,
-2247,-10691,-6409,12665.77,7576,3985,7698,52,19,20,0,on,0,,
-26352,-12612,13184,32051.65,-5319,11699,24385,90,20,21,1,off,0,,
-10153,-6874,8881,15139.60,-3477,8373,14928,87,17,18,1,off,0,,
-9658,-4395,3802,11271.57,-2875,9072,11614,89,18,19,0,off,0,,
-11442,-5338,9167,15602.80,-682,8821,11553,66,19,20,0,off,0,,
-3900,-7644,-4198,9553.22,3084,5042,11761,50.6,18,19,0,on,0,,
-2035,447,2140,2986.74,41,1530,3558,85,19,20,1,off,0,,
-587,2897,3860,4861.77,2290,4502,5468,48,20,21,1,off,0,,
-9534,-11638,-9941,18032.30,3752,8861,17248,86.1,17,18,0,on,0,,
-9947,-19136,-7639,22879.76,4167,6765,20776,61,22,23,1,off,0,,
-6074,-1464,-4215,7536.78,6992,3296,10412,85,21,22,1,off,0,,
-2239,-5265,-9900,11434.31,8052,2459,7957,51,22,23,1,off,0,,
-3568,-6982,-8594,11633.39,9079,3966,8164,44,23,24,1,off,0,,
-5754,-7368,-11972,15189.63,10716,4774,7650,83,22,23,0,on,0,,
-7748,-6048,-29832,31409.52,4038,3726,11484,51.7,23,24,0,on,0,,
-8902,-7412,-7524,13812.82,8177,3011,11546,60,66,67,0,off,0,,
-2742,670,683,2904.13,-2290,5300,6104,94,32,33,1,off,0,,
-11091,11864,-7927,18072.14,11427,3631,13658,42,22,23,1,off,0,,
-10082,-10800,-7676,16649.56,8805,4788,15382,73,20,21,1,off,0,,
-426,2131,3377,4015.81,575,2590,3903,46,23,24,1,off,0,,
-2804,-3083,1177,4330.43,5048,3370,6855,90,20,21,0,on,0,,
-10505,-9664,-3164,14620.49,2503,3140,10389,59,19,20,0,on,0,,
-1396,998,2738,3231.33,1632,3000,5419,46.5,23,24,0,off,0,,
-1261,1594,2693,3373.90,734,3151,4377,84,19,20,0,on,0,,
-4132,-4124,-3150,6633.50,4157,3285,13646,93,20,21,1,off,0,,
-11873,-6264,-5188,14391.70,6856,5546,17021,68,20,21,0,off,0,,
-2495,1170,604,2821.12,2334,4350,6205,53,21,22,0,on,0,,
